id,longitude,latitude,name,
1,2.180019,41.397978,Gran Via Corts Catalanes,
2,2.176414,41.394381,Plaza TetuÃ¡n,
3,2.181164,41.393750,Ali Bei,
4,2.181400,41.393364,Ribes,
5,2.180214,41.391072,Pg LluÃ­s Companys,
6,2.180508,41.391272,Pg LluÃ­s Companys,
7,2.183183,41.388867,Pg LluÃ­s Companys,
8,2.183453,41.389044,Passeig lluÃ­s companys,
9,2.185294,41.385006,MarquÃ¨s de l\'Argentera,
10,2.185206,41.384875,Avinguda del Marques Argentera,
11,2.183622,41.385394,ComerÃ§,
12,2.193939,41.381681,Trelawny,
13,2.195661,41.384522,pg marÃ­tim barceloneta,
14,2.195603,41.384417,Passeig Maritim,
15,2.195706,41.386811,Avda. Litoral,
16,2.195764,41.386869,Avinguda Litoral,
17,2.170775,41.395161,Girona,
18,2.186700,41.398258,Av. Meridiana,
19,2.186697,41.398181,Padilla,
20,2.174139,41.405875,RossellÃ³,
21,2.170733,41.403267,Rossello,
22,2.174628,41.409756,Industria,
23,2.174017,41.410897,Sant Antoni Maria Claret,
24,2.172869,41.400239,NÃ pols,
25,2.171817,41.392531,Bruc,
26,2.180325,41.400008,Marina,
27,2.168350,41.395169,Bruc,
28,2.181989,41.407033,Dos Maig,
29,2.164378,41.396825,ProvenÃ§a,
30,2.170847,41.407253,Marina,
31,2.170025,41.401056,ProvenÃ§a,
32,2.182269,41.402058,Diagonal,
33,2.189092,41.375808,Passeig Joan BorbÃ³,
34,2.189014,41.374797,PlaÃ§a del mar,
35,2.190819,41.377164,Judici,
36,2.190847,41.377128,Atlantida,
37,2.175269,41.387067,Sant Pere mÃ©s Alt,
38,2.177886,41.384258,Ramon Berenguer el Gran,
39,2.176797,41.385153,Catedral,
40,2.181842,41.381247,Pl. Antonio LÃ³pez,
41,2.186436,41.381161,Pl. Pau Vila,
42,2.186633,41.381056,Pl. Pau Vila,
43,2.186267,41.382236,Doctor Aiguader,
44,2.189700,41.379047,Almirall Churruca,
45,2.190386,41.404417,Ciutat de Granada,
46,2.187161,41.404625,Av Meridiana,
47,2.187139,41.402169,Av Meridiana,
48,2.190422,41.391994,Marina ,
49,2.193006,41.388350,Ramon trias Fargas,
50,2.192106,41.389078,Ramon Trias Fargas,
51,2.187081,41.395275,Meridiana,
52,2.196458,41.391044,Rosa Sensat en front,
53,2.197028,41.390667,Rosa Sensat,
54,2.170878,41.374931,ParalÂ·lel,
55,2.169069,41.384081,Pl. VicenÃ§ Martorell,
56,2.177386,41.381767,PlaÃ§a de Sant Miquel,
57,2.173872,41.385233,Pl. Carles Pi i Sunyer,
58,2.170736,41.377536,Sant Oleguer,
59,2.173478,41.381153,La Rambla,
60,2.175836,41.377006,Portal de Santa Madrona,
61,2.177092,41.376747,La Rambla,
62,2.167156,41.382822,PlaÃ§a dels Ã€ngels,
63,2.167211,41.382781,PlaÃ§a dels Ã€ngels,
64,2.164350,41.390297,Rambla Catalunya 47,
65,2.164869,41.390089,Rambla Catalunya,
66,2.168844,41.387133,Pl. Catalunya ,
67,2.169417,41.386439,Pl. Catalunya,
68,2.169017,41.387450,Pl. Catalunya,
69,2.169569,41.387678,Pl. Catalunya,
70,2.167933,41.389100,Gran Via,
71,2.168158,41.389183,Gran Via,
72,2.145844,41.385031,Rocafort,
73,2.157403,41.395331,Rambla Catalunya,
74,2.163014,41.381958,Floridablanca ,
75,2.163067,41.380478,Villarroel,
76,2.160099,41.392292,Passatge Mercader,
77,2.155750,41.392819,Enric Granados,
78,2.143153,41.389419,Josep Tarradellas,
79,2.142864,41.385083,Josep Tarradellas,
80,2.153264,41.389364,Casanova,
81,2.152903,41.390044,Casanova,
82,2.163456,41.385658,Pl. Universitat,
83,2.163572,41.385756,Pl. Universitat,
84,2.159869,41.389678,Enric Granados,
85,2.149172,41.378925,VilamarÃ­ davant,
86,2.153764,41.378983,Rocafort,
87,2.153700,41.384058,Compte Borrell,
88,2.156422,41.382319,DiputaciÃ³,
89,2.159078,41.375072,ParalÂ·lel,
90,2.163644,41.375025,ParalÂ·le,
91,2.148497,41.383167,Mallorca,
92,2.150811,41.393519,Londres,
93,2.150164,41.387972,RossellÃ³,
94,2.150744,41.38827,RossellÃ³,
95,2.158436,41.380475,Comte Borrell,
96,2.160258,41.393831,ProvenÃ§a,
97,2.150550,41.375167,Av. ParalÂ·lel,
98,2.150878,41.375156,Av. ParalÂ·lel,
99,2.147722,41.376422,Tarragona,
100,2.148125,41.374114,Gran Via,
101,2.145478,41.378061,Tarragona,
102,2.141708,41.380656,Viriat,
103,2.141483,41.380514,Viriat,
104,2.144147,41.379167,Tarragona,
105,2.143814,41.392950,Av. Pau Casals,
106,2.143389,41.393089,Av. Pau Casals,
107,2.188217,41.409867,AragÃ³,
108,2.187383,41.410811,C/ValÃ¨ncia,
109,2.173444,41.389067,PL. Urquinaona,
110,2.162331,41.405597,Pl. Joanic,
111,2.153111,41.398286,Travessera de Gracia,
112,2.165017,41.402353,Industria,
113,2.147386,41.390972,C/ Londres,
114,2.154803,41.385556,Avda. Roma,
115,2.153028,41.381000,Calabria,
116,2.157281,41.377703,Floridablanca,
117,2.160894,41.378822,Comte Borrell,
118,2.173044,41.376817,Pl. Jean Genet,
119,2.183756,41.383256,MarquÃ¨s d\'Argentera,
120,2.191567,41.383739,Salvat Papaseit,
121,2.187331,41.391878,Pujades,
122,2.182750,41.396589,Ausias March,
123,2.176506,41.404658,Lepanto,
124,2.179072,41.407528,Cartagena,
125,2.166247,41.405436,Napols,
126,2.167772,41.397397,Girona,
127,2.182267,41.380619,Passeig de Colom,
128,2.191444,41.412331,Arago,
129,2.195810,41.415560,Rambla GuipÃºscoa,
130,2.198100,41.417340,Guipuscoa,
131,2.201572,41.419906,Guipuscoa,
132,2.206064,41.422853,Guipuscoa,
133,2.192178,41.408431,Pl. ValentÃ­ Amirall,
134,2.192842,41.407394,Gran VÃ­a,
135,2.198117,41.411311,Gran Via,
136,2.197975,41.411956,Gran VÃ­a,
137,2.201736,41.414228,Gran VÃ­a,
138,2.201522,41.414750,Gran VÃ­a, 1041/ Selva de Mar
139,2.205408,41.416961,Gran VÃ­a,
140,2.206025,41.418047,Gran VÃ­a,
141,2.209078,41.419719,Gran VÃ­a,
142,2.194894,41.409022,Gran via ,
143,2.192497,41.400556,Sancho de Ãvila,
144,2.195008,41.402369,Sancho de Ãvila,
145,2.197617,41.405633,Castella,
146,2.202931,41.409844,Pere IV,
147,2.204831,41.412394,Pere IV,
148,2.212656,41.416031,Rambla Prim,
149,2.192994,41.395906,Pujades,
150,2.203108,41.406547,Espronceda,
151,2.216053,41.413186,Pujades,
152,2.197453,41.399253,Pujades,
153,2.200797,41.401758,Pujades,
154,2.201667,41.402450,Pujades,
155,2.207636,41.406986,Pujades,
156,2.208561,41.408936,Diagonal,
157,2.216303,41.411642,C/Llull,
158,2.218733,41.411664,Rambla de Prim,
159,2.216378,41.410936,Avda. Diagonal,
160,2.219381,41.411028,C/ de Taulat,
161,2.196306,41.395000,Ramon Turro,
162,2.208775,41.404364,Ramon Turro,
163,2.198950,41.392611,Avda. Icaria,
164,2.178031,41.411939,IndependÃ¨ncia,
165,2.204264,41.399183,Carrer del Doctor Trueta,
166,2.207650,41.401075,Passeig de Taulat,
167,2.211194,41.403453,Passeig de Taulat,
168,2.213458,41.405164,Passeig de Taulat,
169,2.200056,41.389900,Avda. Litoral,
170,2.199933,41.389739,Avda. Litoral,
171,2.203711,41.391978,Avda. Litoral/ Jaume Vicen i Vives,
172,2.203464,41.391850,Avda. Litoral/ Jaume Vicen i Vives,
173,2.209108,41.398206,Avda. Litoral,
174,2.210314,41.400372,Passeig de Garcia Faria,
175,2.212703,41.400169,Passeig marÃ­tim de la mar bella ,
176,2.212647,41.402533,Passeig de Garcia Faria,
177,2.181100,41.411058,RossellÃ³,
178,2.216217,41.405378,Passeig de Garcia Faria,
179,2.135672,41.365317,Rambla Badal,
180,2.139650,41.368008,Gran Via,
181,2.140169,41.368403,Gran Via,
182,2.143933,41.371333,Gran Via,
183,2.141878,41.372350,GavÃ ,
184,2.134100,41.367506,Quetzal,
185,2.137386,41.371036,Olzinelles,
186,2.143619,41.375467,Consell de Cent,
187,2.134664,41.375942,Joan GÃ¼ell,
188,2.132836,41.379797,Joan GÃ¼ell,
189,2.128936,41.381308,Figols,
190,2.131692,41.382272,Joan GÃ¼ell,
191,2.136108,41.382333,Comtes de Bell-lloc,
192,2.134628,41.384453,Comte Bell-lloch,
193,2.139808,41.386403,Taquigraf Serra,
194,2.133331,41.385139,Vallespir,
195,2.126892,41.381792,MejÃ­a Lequerica,
196,2.131308,41.383733,Can bruixa,
197,2.135825,41.388456,Deu i Mata,
198,2.128672,41.385378,Carrer de les Corts,
199,2.128553,41.388767,Avda. Diagonal,
200,2.125594,41.388031,Avda. Diagonal,
201,2.130756,41.387381,Europa ,
202,2.132961,41.389889,Avda. Diagonal,
203,2.131456,41.389483,Ada. Diagonal,
204,2.136656,41.390856,Avda. Diagonal,
205,2.137403,41.391050,Avda. Diagonal,
206,2.161056,41.385806,DiputaciÃ³,
207,2.138147,41.374536,Sant Crist,
208,2.190294,41.398844,Sancho de Ãvila,
209,2.130331,41.392192,Numancia,
210,2.135661,41.392508,Doctor Fleming,
211,2.135033,41.393969,Doctor Fleming,
212,2.138647,41.394467,Carrer de Francesc PÃ©rez Cabrero,
213,2.144533,41.396814,Madrazo,
214,2.143525,41.398986,Rector Ubach,
215,2.147625,41.397825,Carre Laforja,
216,2.151528,41.396261,Tuset,
217,2.152528,41.402547,Gran de GrÃ cia,
218,2.157489,41.401247,Carrer del CanÃ³,
219,2.159881,41.398314,Carrer de Bonavista,
220,2.165525,41.399092,Girona,
221,2.160747,41.401806,Pl. del Poble RomanÃ­,
222,2.161133,41.403469,Montmany,
223,2.158697,41.407822,PlaÃ§a Rovira i Trias,
224,2.155800,41.406936,Pl. Del Nord,
225,2.156894,41.405100,Carrer de la Santacreu,
226,2.151647,41.405983,C. De Nil Fabra,
227,2.163269,41.409128,C. Del Secretari Coloma,
228,2.170989,41.373492,VilÃ  i VilÃ ,
229,2.166881,41.371967,Nou de la Rambla,
230,2.162156,41.371522,Passeig de l\'ExposiciÃ³,
231,2.161647,41.373747,Elkano,
232,2.156564,41.372147,Carrer de la FranÃ§a Xica,
233,2.154464,41.372911,Rius i Taulet,
234,2.190983,41.415669,Espronceda,
235,2.184731,41.417317,IndÃºstria,
236,2.187583,41.417753,Josep Estivill,
237,2.181300,41.419817,Pl. Maragall,
238,2.177314,41.424556,Ramon AlbÃ³,
239,2.181331,41.423950,Alenxadre GalÃ­,
240,2.178517,41.426906,Felip II,
241,2.185725,41.422553,Juan de Garay,
242,2.185261,41.422769,Olesa,
243,2.190414,41.418203,PalÃ¨ncia,
244,2.188794,41.424969,VallÃ©s i Ribot,
245,2.190131,41.426228,Portugal,
246,2.185222,41.425394,Cardenal Tedeschini,
247,2.193400,41.428192,Carrer del Pare Manyanet,
248,2.191822,41.429981,Onze de Setembre,
249,2.189600,41.430350,Gran de Sant Andreu,
250,2.185856,41.431189,Irlanda,
251,2.189536,41.436008,Malats,
252,2.189697,41.433886,Sant AdriÃ ,
253,2.189108,41.442000,Carrer de Palomar,
254,2.185819,41.439119,Carrer de Bartrina,
255,2.192969,41.436192,PlaÃ§a de l\'EstaciÃ³,
256,2.191383,41.437675,C/Joan Torras,
257,2.197031,41.439953,RepÃºblica Dominicana,
258,2.198283,41.446831,Ciutat d\'Asuncion,
259,2.199731,41.447933,PlaÃ§a BarÃ³ de Viver,
260,2.190656,41.443331,Passeig Torras i Bages,
261,2.192911,41.445703,Coronel Monasterio,
262,2.192900,41.448147,Via Barcino,
263,2.190967,41.449878,Mare de DÃ©u de Lorda,
264,2.192656,41.450881,Via Barcino,
265,2.184289,41.432572,ConcepciÃ³ Arenal,
266,2.183364,41.431231,Avda. Meridiana,
267,2.183358,41.431431,Avda. Meridiana,
268,2.182206,41.430703,Rio de Janeiro,
269,2.165142,41.412033,Ronda del GuinardÃ³,
270,2.169133,41.408369,Travessera de GrÃ cia,
271,2.172111,41.411500,Rosalia de Castro,
272,2.174603,41.416681,Ronda Guinardo,
273,2.178528,41.412808,Industria ,
274,2.176522,41.419394,Ronda Guinardo,
275,2.166033,41.427575,Font d\'en Fargues,
276,2.160781,41.430739,PlaÃ§a Eivissa,
277,2.186028,41.436683,Malats,
278,2.174506,41.429631,Pl. Virrei Amat,
279,2.166897,41.430386,P. Fabra i Puig,
280,2.174014,41.437142,PlaÃ§a dels Jardins d\'AlfÃ bia,
281,2.174661,41.426969,Subirats,
282,2.171969,41.430050,Amilcar,
283,2.164567,41.428725,Petrarca,
284,2.170689,41.436375,Seu del Districte (Nou Barris),
285,2.171483,41.433458,Sant Iscle,
286,2.183875,41.436553,Carrer de RossellÃ³ i Porcel/Avda. Meridiana,
287,2.178761,41.438522,Carrer de l\'Escultor OrdÃ³Ã±ez,
288,2.181733,41.434622,Andreu Nin,
289,2.175206,41.433964,Carrer de l\'Escultor OrdÃ³Ã±ez,
290,2.176933,41.431547,Carrer de Maladeta,
291,2.169633,41.437081,Marie Curie,
292,2.111631,41.390650,Cavallers,
293,2.112906,41.391633,Cavallers,
294,2.121853,41.389892,JimÃ©nez Iglesias,
295,2.123631,41.387519,Diagonal,
296,2.123136,41.385500,Doctor Salvador Cardenal,
297,2.113525,41.379206,Pintor Ribalta,
298,2.113908,41.376758,Cardenal Reig,
299,2.116917,41.376722,Sant RamÃ³n Nonat,
300,2.119081,41.381228,Josep Samitier,
301,2.121903,41.378089,Travessera de les Corts,
302,2.126639,41.379775,Felipe de Paz,
303,2.131019,41.374561,CÃ¡ceres,
304,2.129667,41.378258,Rambla del Brasil,
305,2.181911,41.415669,GuinardÃ³,
306,2.198314,41.422217,CantÃ bria,
307,2.200692,41.425564,Rambla Prim,
308,2.170867,41.414097,Ronda Guinardo,
309,2.145175,41.394739,AmigÃ³,
310,2.145889,41.403331,Gleva,
311,2.143672,41.404036,Carrer de PÃ¡dua,
312,2.139122,41.401017,SantalÃ³,
313,2.138725,41.398011,Vallmajor,
314,2.136192,41.396961,Reina Victoria,
315,2.137744,41.407022,Castanyer,
316,2.133817,41.406028,BigaÃ­,
317,2.134942,41.402458,Artesa de Segre,
318,2.128556,41.402894,Carrer de les Escoles Pies,
319,2.127811,41.397383,Castellnou,
320,2.128117,41.399850,Doctor Roux,
321,2.125103,41.395661,Passatge de Senillosa,
322,2.123269,41.400725,Via Augusta,
323,2.121069,41.395286,Caponata,
324,2.120367,41.398772,NegrevernÃ­s,
325,2.119525,41.397586,Avinguda de J.Foix,
326,2.197142,41.419589,Treball,
327,2.204636,41.436144,Sant AdriÃ ,
328,2.205883,41.434189,Passeig Enric SanchÃ­s,
329,2.203997,41.438844,Pl. Fra JunÃ­per i Serra,
330,2.199658,41.438872,Campana de la Maquinista,
331,2.19965,41.443164,Ciutat d\'Asuncion,
332,2.139800,41.363125,Pl. Teresa de Claramunt,
333,2.139106,41.360672,Carrer de la Foneria,
334,2.143436,41.358256,Mare de DÃ©u dels Ports,
335,2.141589,41.357081,Jardins de Can Ferrero,
336,2.137167,41.357336,Carrer de l\'Energia,
337,2.135600,41.362144,Jane Adams,
338,2.134122,41.363347,Radi,
339,2.123211,41.375425,MunnÃ©,
340,2.130142,41.375667,Rambla del Brasil,
341,2.129506,41.372478,Canalejas,
342,2.161072,41.411075,Balcells,
343,2.158094,41.410536,Cardener,
344,2.173017,41.395194,BailÃ©n,
345,2.170669,41.396947,BailÃ©n,
346,2.175903,41.391156,Girona,
347,2.146989,41.387492,Viladomat,
348,2.142661,41.391808,Loreto,
349,2.175719,41.396839,DiputaciÃ³,
350,2.178625,41.400817,Consell de Cent,
351,2.172997,41.403728,Sardenya,
352,2.181292,41.404022,Carrer dels Enamorats,
353,2.184450,41.400025,Padilla,
354,2.161297,41.375150,Paral.lel,
355,2.183761,41.377497,Pl. IctÃ­neo,
356,2.146856,41.380592,VilamarÃ­,
357,2.155269,41.387975,Casanova,
358,2.156844,41.375081,Paral.lel,
359,2.178817,41.395803,NÃ pols,
360,2.212672,41.417742,Alfons el Magnanim,
361,2..150744,41.38827,RossellÃ³,
362,2.114869,41.393078,Cavallers,
363,2.178908,41.387094,Gombau,
364,2.176722,41.378517,Pl.Joaquim Xira i Palau,
365,2.167750,41.381606,AgustÃ­ Duran i Sanpere,
366,2.177300,41.381714,Pl. Sant Miquel,
367,2.167475,41.380542,Riera Alta,
368,2.199978,41.430058,Jaume Brossa,
369,2.190567,41.390692,Ramon TurrÃ³,
370,2.130322,41.394950,Alt de Gironella,
371,2.177550,41.390017,MÃ©ndez NÃºÃ±ez,
372,2.163400,41.393108,Passeig de GrÃ cia,
373,2.161308,41.394797,Passeig de GrÃ cia,
374,2.180694,41.372172,Word Trade Center,
375,2.180286,41.371703,Word Trade Center,
376,2.180694,41.372172,World Trade Center,
377,2.180286,41.371703,World Trade Center,
378,2.174239,41.385500,Duran i Bas,
379,2.123231,41.393647,Santa AmÃ¨lia,
380,2.148078,41.391828,Villarroel,
381,2.130664,41.400583,Doctor Carulla,
382,2.138697,41.385517,Nicaragua,
383,2.187692,41.388136,Recinte Parc de la Ciutadella,
384,2.166161,41.379700,Erasme de Jane,
385,2.169842,41.376844,Carrer de Sant Pau,
386,2.169842,41.390742,Bruc,
387,2.175186,41.402047,Sardenya,
388,-0.904667,41.670464,EXPO. TORRE DEL AGUA,
389,-0.897986,41.672356,EXPO. PABLO RUIZ PICASSO (Pta. Norte),
390,-0.893514,41.667017,CLARA CAMPOAMOR, ESQ. AVDA. DE RANILLAS
391,-0.888647,41.662183,AVDA. RANILLAS. PUENTE DE LA ALMOZARA,
392,-0.881100,41.660311,PÂº DE LA RIBERA. PUENTE SANTIAGO,
393,-0.869969,41.656556,PÂº DE LA RIBERA. PUENTE DEL PILAR,
394,-0.866356,41.652764,PÂº ECHEGARAY. PASARELA DEL HUERVA,
395,-0.870714,41.654153,PÂº ECHEGARAY. PUENTE DEL PILAR,
396,-0.875708,41.656000,PÂº ECHEGARAY. PUENTE DE PIEDRA,
397,-0.881386,41.657900,PÂº ECHEGARAY. PUENTE SANTIAGO,
398,-0.891683,41.659314,PÂº ECHEGARAY. PUENTE DE LA ALMOZARA,
399,-0.896167,41.663519,PASARELA DEL VOLUNTARIADO. ALMOZARA,
400,-0.907089,41.661713,EXPO. PABELLÃ“N PUENTE (Puerta Sur),
401,-0.908719,41.658256,ESTACIÃ“N INTERMODAL DE DELICIAS (Salidas),
402,-0.914292,41.659367,ESTACIÃ“N INTERMODAL DE DELICIAS (Llegadas).,
403,-0.895703,41.651307,EL PORTILLO ESTACIÃ“N CERCANÃAS.,
404,-0.880647,41.651889,PLAZA DE ESPAÃ‘A,
405,-0.884250,41.647736,PÂº CONSTITUCIÃ“N. PLAZA ARAGÃ“N,
406,-0.869839,41.650822,ASALTO-EDIFICIO TROVADOR,
407,-0.875617,41.648947,ASALTO-MIGUEL SERVET,
408,-0.882767,41.653089,TENIENTE CORONEL VALENZUELA - PLAZA SALAMERO,
409,-0.884125,41.655194,CESAR AUGUSTO-SAN PABLO,
410,-0.879964,41.648389,PLAZA LOS SITIOS,
411,-0.8771,41.652586,PLAZA SAN PEDRO NOLASCO,
412,-0.858058,41.652817,EMBARCADERO VADORREY,
413,-0.887122,41.649364,PAMPLONA - PUERTA DEL CARMEN,
414,-0.891453,41.651894,MÂª AGUSTÃN - COLEGIO JOAQUIN COSTA,
415,-0.892086,41.655108,PLAZA PORTILLO - PLAZA DE TOROS,
416,2.40036207675,48.8610789316,20020 - PYRENEES RENOUVIER,
417,2.40950128611,48.8605974067,20019 - DAVOUT SERPOLLET,
418,2.40903293016,48.8568139855,20017 - RUE SAINT BLAISE,
419,2.40461990759,48.8567446636,20016 - PYRENEES VITRUVE,
420,2.38657346348,48.8426791017,12027 - MONTGALLET CHARENTON,
421,2.38223903113,48.83760285,12026 - PARC DE BERCY,
422,2.39921100714,48.855318597,20013 - PLACE DE LA REUNION,
423,2.40024442791,48.8539339876,20012 - BUZENVAL VIGNOLES,
424,2.40510873906,48.8556029813,20011 - PYRÃ‰NÃ‰ES-DAGORNO,
425,2.41032623669,48.8563818021,20010 - DAVOUT REISZ,
426,2.40588184677,48.8531669387,20008 - MARAICHERS,
427,2.40135829696,48.8515696902,20007 - BUZENVAL,
428,2.4121410438,48.8492626029,20005 - RUE DE LAGNY SAINT MANDE,
429,2.41601890517,48.8470761391,20004 - PORTE DE VINCENNES BIS,
430,2.40671884621,48.8476481398,20003 - COURS DE VINCENNES PYRENEES,
431,2.39593576931,48.8736545064,20002 - PIXERECOURT,
432,2.39965229559,48.8485328268,20001 - PLACE DE LA NATION,
433,2.3803117446,48.8284991183,13055 - LAGROUA,
434,2.37734622633,48.8311604921,13054 - PAU CASALS,
435,2.35584235576,48.8840657783,10041 - CHARTRES (18 ARR.),
436,2.3740142543,48.874274423,10039 - SAMBRE ET MEUSE,
437,2.36984715101,48.8775649847,10038 - COLONEL FABIEN,
438,2.36798254169,48.8811064634,10037 - VERSION 2 JAURES,
439,2.36438678197,48.8842528712,10035 - AUBERVILLIERS,
440,2.36005310174,48.8838493536,10034 - CHAPELLE LOUIS BLANC,
441,2.35238007572,48.8808398476,10033 - LARIBOISIERE,
442,2.36345898976,48.8820152563,10031 - AQUEDUC,
443,2.35128993143,48.8807411212,10029 - PLACE DE ROUBAIX,
444,2.35261161652,48.8804713405,10028 - GARE DU NORD DENAN,
445,2.3582388606,48.8793650491,10027 - DUNKERQUE,
446,2.36247644494,48.8791035967,10026 - CHATEAU LANDON,
447,2.36607273782,48.8773502626,10025 - ECLUSES SAINT MARTIN,
448,2.36079906165,48.8760572521,10023 - VERDUN,
449,2.35589420515,48.876669256,10022 - CHABROL SAINT QUENTIN,
450,2.35474987403,48.8772625903,10021 - MARCHE ST QUENTIN,
451,2.35123443672,48.8770743217,10020 - CHABROL,
452,2.35250098512,48.874962153,10019 - PARADIS,
453,2.35607095659,48.8756267026,10018 - ALBAN SATRAGNE,
454,2.35702435704,48.8746918693,10017 - GARE DE L'EST SAINT LAURENT,
455,2.35947701161,48.8751138401,10016 - VILLEMIN,
456,2.36247401392,48.8741066657,10015 - RECOLLETS,
457,2.36410768366,48.8716078353,10014 - BEAUREPAIRE,
458,2.36613732546,48.8709962224,10013 - SAINT LOUIS,
459,2.35898575192,48.8732984953,10012 - VINAIGRIERS,
460,2.3621583232,48.8692715523,10011 - BOURSE DU TRAVAIL,
461,2.36120542635,48.8708804806,10010 - JACQUES BONSERGENT,
462,2.3575410675,48.8720495131,10009 - HITTORFF,
463,2.35797669213,48.8711776678,10008 - MARCHE SAINT MARTIN,
464,2.35557929349,48.8723464125,10007 - CHATEAU D'EAU,
465,2.35397186541,48.8730656342,10006 - PETITES ECURIES,
466,2.34819530421,48.8739919975,10005 - CONSERVATOIRE,
467,2.35338538592,48.871043568,10004 - METZ,
468,2.34951607023,48.8704958019,10003 - HAUTEVILLE,
469,2.35416142035,48.8694257404,10002 - STRASBOURG,
470,2.35996459693,48.8684631298,10001 - JOHANN STRAUSS,
471,2.35850707136,48.8356142089,13011 - COMPO FORMIO,
472,2.38906169954,48.8527350573,11102 - RUE DES BOULETS ( COMPLEMENTAIRE ),
473,2.35709205423,48.8379691983,13006 - SAINT MARCEL JEANNE D'ARC,
474,2.3482824844,48.8354807813,13005 - ARAGO CORDELIERE - VERSION 2,
475,2.3461453348,48.8374402524,13001 - PORT ROYAL,
476,2.39839588757,48.8570715687,20015 - BAGNOLET-ORTEAUX,
477,2.39505785166,48.8561025924,20014 - ALEXANDRE DUMAS,
478,2.27032704187,48.855414771,16026 - RANELAGH,
479,2.36727613193,48.8613255374,11045 - SAINT SEBASTIEN FROISSARD,
480,2.37166341409,48.8631487916,11044 - RICHARD LENOIR VOLTAIRE NORD,
481,2.36714071618,48.8627096302,11043 - CIRQUE D HIVER,
482,2.36941673364,48.8646323372,11042 - OBERKAMPF,
483,2.37566641139,48.8606940092,11041 - SAINT AMBROISE,
484,2.36618818478,48.8644803797,11040 - TEMPLE JEAN PIERRE TIMBAUD,
485,2.3694446643,48.8657377763,11039 - JULES FERRY REPUBLIQUE,
486,2.36515355269,48.8656939217,11038 - TEMPLE REPUBLIQUE,
487,2.36474593587,48.8676892103,11037 - FAUBOURG DU TEMPLE PLACE DE LA REPUBLIQUE,
488,2.3677434372,48.8684344309,11036 - JULES FERRY FAUBOURG DU TEMPLE,
489,2.37189895995,48.8690983585,11035 - GONCOURT,
490,2.37290622507,48.8678398327,11034 - PARMENTIER FONTAINE AU ROI,
491,2.37067848957,48.8567050994,11033 - BREGUET SABIN,
492,2.37751087915,48.867919252,11032 - METALLOS,
493,2.37290387699,48.864424635,11031 - PARMENTIER,
494,2.37616003708,48.865043745,11030 - SAINT MAUR OBERKAMPF,
495,2.3476210678,48.8639891367,01102 - FRANCAISE,
496,2.38065444614,48.8639007955,11028 - BLUETS REPUBLIQUE,
497,2.3773019517,48.8619876561,11027 - SAINT AMBROISE PARMENTIER,
498,2.38151020167,48.8610514776,11026 - CHEMIN VERT SAINT MAUR,
499,2.37272164995,48.8569112195,11025 - FROMENT BREGUET,
500,2.37900202173,48.8587336312,11024 - BOULEVARD VOLTAIRE,
501,2.38370114892,48.8587318915,11023 - LEO FROT ROQUETTE,
502,2.38197055039,48.8578338115,11022 - LEON BLUM ROQUETTE,
503,2.38292271369,48.8563954614,11020 - CHARONNE,
504,2.39056254206,48.8554036687,11019 - CHARONNE PHILIPPE AUGUSTE,
505,2.37794403867,48.8643780832,11018 - SAINT MAUR AVENUE DE LA REPUBLIQUE,
506,2.39314622329,48.8516187646,11016 - PHILIPPE AUGUSTE,
507,2.3932404004,48.8505492107,11012 - MONTREUIL VOLTAIRE,
508,2.39153661956,48.8491479519,11010 - ST ANTOINE GONNET,
509,2.38882946019,48.8520161608,11009 - RUE DES BOULETS,
510,2.38415668399,48.8503643975,11008 - FAIDHERBE CHALIGNY,
511,2.38323295495,48.852989099,11007 - FAIDHERBE PALAIS DE LA FEMME,
512,2.37920434692,48.8562799923,11006 - LEDRU ROLLIN-BASFROI,
513,2.3742709828,48.8521923374,11004 - CHARONNE SAINT ANTOINE,
514,2.3754038471,48.85558025,11003 - ROQUETTE DALLERY,
515,2.36977761673,48.8536046806,11001 - BASTILLE RICHARD LENOIR,
516,2.29098350083,48.8302235393,15048 - OLIVIER DE SERRE,
517,2.29634680857,48.8305850079,15044 - J DUPRE,
518,2.30141200679,48.8290497561,15043 - BRANCION,
519,2.27185209976,48.8340972155,15042 - FARMAN,
520,2.30685493768,48.8328350583,15041 - LABROUSTE,
521,2.30892363129,48.8339590188,15040 - MONCLAR,
522,2.26849198133,48.8526905269,16027 - JASMIN,
523,2.31405409495,48.8385977208,15027 - GIDE,
524,2.27430053918,48.8582839288,16021 - RUE FRANCOIS PONSARD,
525,2.29842129243,48.8417392925,15020 - MAIRIE DU 15EME,
526,2.30635850826,48.8434672232,15013 - LECOURBE VOLONTAIRE,
527,2.30186341931,48.8458027275,15011 - THEBAUD RUE DE CAMBRONNE,
528,2.34459662975,48.8615537794,01027 - LES HALLES BERGER,
529,2.34188572116,48.8587588321,01101 - PLACE DE L'ECOLE,
530,2.34001982348,48.8612663769,01025 - TEMPLE DE L'ORATOIRE,
531,2.34258088669,48.8637378221,01024 - LOUVRE COQ HERON,
532,2.33463928644,48.863513228,01023 - ANDRE MALRAUX MUSEE DU LOUVRE,
533,2.33044312489,48.8681685174,01022 - RUE DE LA PAIX,
534,2.3252259421,48.866101013,01020 - RIVOLI CONCORDE,
535,2.32834543166,48.866595592,01019 - SAINT HONORE VENDOME,
